,count,mean,std,min,25%,50%,75%,max
BERT_similarity,10850.0,0.9302996718101383,0.031443975316198844,0.6190729,0.9152286725,0.93608678,0.9522305125,0.9951565
LSA_similarity,10850.0,0.7393111889669856,0.13917265948833651,0.1759527416368143,0.6510507606375512,0.7583263839290422,0.8487059595305372,0.9946048470177664
LDA_similarity,10850.0,0.7343884862783171,0.2229487060490876,0.0009373175851901,0.6043671713886754,0.7975222936632679,0.9149058332831352,0.9999999988503474
